ts_code,industry,size_bin,total_mv,ag_2y_q,nsi_2y_q,ag_orth_nsi,g4,signal,weight
002453.SZ,化工原料,s3,454113.2234,0.4536305593604242,0.0802404513147919,1.5048543485659458,0.6746982244478696,1.4464636845826295,0.0013679890560875513
002520.SZ,机床制造,s2,419387.0506,0.44611240073945535,0.06248085188382849,1.5048543485659458,0.6746982244478696,1.4464636845826295,0.0013679890560875513
600841.SH,汽车配件,s4,709176.9316,0.40136228694348325,0.1493770214282993,1.5048543485659458,0.6746982244478696,1.4464636845826295,0.0013679890560875513
603117.SH,仓储物流,s2,343340.3062,0.4163905232520828,0.053616133272527414,1.406374071366953,0.6746982244478696,1.4464636845826295,0.0013679890560875513
000980.SZ,汽车配件,s5,1013552.0955,0.4935523156296325,0.005253411863668901,1.5651055365213016,0.49142573799924694,1.4464636845826295,0.0013679890560875513
600579.SH,化工机械,s3,334920.267,0.8116937678242727,0.006171746279498396,1.5652013220460093,0.4911343769178363,1.4464636845826295,0.0013679890560875513
600537.SH,电气设备,s2,340909.9252,0.47872260182545695,0.005570020016812243,1.5653466623218215,0.4906922798466719,1.4464636845826295,0.0013679890560875513
000981.SZ,汽车配件,s5,1759554.8763,0.39127678654337,-0.0,1.5720214439577076,0.4703888822138003,1.4464636845826295,0.0013679890560875513
300256.SZ,元器件,s4,927772.8949,0.41735309320366626,-0.0,1.5732748190480637,0.4665763570660387,1.4464636845826295,0.0013679890560875513
000517.SZ,区域地产,s4,614497.0396,0.7407989165552349,-0.0,1.5733261801568266,0.4664201264848805,1.4464636845826295,0.0013679890560875513
000793.SZ,出版业,s2,497314.1188,0.5409692284594275,-0.0,1.5733261801568266,0.4664201264848805,1.4464636845826295,0.0013679890560875513
002047.SZ,装修装饰,s4,335090.9612,0.8453858073004752,-0.0,1.5733261801568266,0.4664201264848805,1.4464636845826295,0.0013679890560875513
002501.SZ,铝,s3,724200.0,0.5043963733866906,-0.0,1.5733261801568266,0.4664201264848805,1.4464636845826295,0.0013679890560875513
002564.SZ,化工机械,s4,450924.8504,0.7481335058894811,-0.0,1.5733261801568266,0.4664201264848805,1.4464636845826295,0.0013679890560875513
002793.SZ,化学制药,s3,461137.5181,0.4652106343977532,-0.0,1.5733261801568266,0.4664201264848805,1.4464636845826295,0.0013679890560875513
600223.SH,日用化工,s4,788857.3694,0.8973843002013526,-0.0,1.5733261801568266,0.4664201264848805,1.4464636845826295,0.0013679890560875513
600743.SH,区域地产,s3,415259.8547,0.9527254441845955,-0.0,1.5733261801568266,0.4664201264848805,1.4464636845826295,0.0013679890560875513
600530.SH,医疗保健,s2,364987.32,0.45808516128402316,0.0065128205128205125,1.5261613550424011,0.49266197787034366,1.4464636845826295,0.0013679890560875513
300072.SZ,化工原料,s4,669670.2861,0.36409260810133437,-0.0,1.5283210922215102,0.46756596747061185,1.4464636845826295,0.0013679890560875513
688373.SH,化学制药,s2,365172.2585,0.4329199694871842,-0.0,1.5188049090839242,0.4664201264848805,1.4464636845826295,0.0013679890560875513
002512.SZ,IT设备,s3,502427.405,0.4567579316192021,-0.0,1.507978109144808,0.4664201264848805,1.4464636845826295,0.0013679890560875513
000536.SZ,元器件,s4,1186628.0725,0.36362245818485334,-0.0,1.4961120455554267,0.4665763570660387,1.4464636845826295,0.0013679890560875513
600165.SH,化工原料,s2,334223.2822,0.33906489818097796,-0.0,1.4551169453709394,0.46756596747061185,1.4464636845826295,0.0013679890560875513
600520.SH,半导体,s1,461665.02,0.33215584246784946,-0.0,1.4064299597365417,0.515840583961184,1.4464636845826295,0.0013679890560875513
